14899328	-	culture-medium: a pack owns it
14732946	-	enzyme: a pack owns it
14638256	-	gallium: a pack owns it
14638517	-	germanium: a pack owns it
03440512	-	globe.cpc: a pack owns it
14639556	-	hafnium: a pack owns it
05407119	-	hormone: a pack owns it
14640434	-	hydrogen: a pack owns it
14641223	-	indium: a pack owns it
14619658	-	isotope: a pack owns it
14644654	-	manganese: a pack owns it
14645661	-	molybdenum: a pack owns it
14646942	-	niobium: a pack owns it
14647235	-	nitrogen: a pack owns it
14964129	-	nucleic-acid: a pack owns it
09388023	-	pebble: a pack owns it
03651084	-	pencil-lead: a pack owns it
14983491	-	pig-iron: a pack owns it
14649775	-	plutonium: a pack owns it
14994328	-	polymer: a pack owns it
14652390	-	rhenium: a pack owns it
15049401	-	spiegeleisen: a pack owns it
13417071	-	stock-certificate: a pack owns it
06580646	-	systems-software: a pack owns it
14656666	-	tantalum: a pack owns it
14657818	-	thallium: a pack owns it
14658109	-	thorium: a pack owns it
14659512	-	tungsten: a pack owns it
14660443	-	uranium: a pack owns it
14661020	-	vanadium: a pack owns it
04559275	-	watercourse: a pack owns it
14662281	-	zirconium: a pack owns it
# industrial and chemical kinds without an everyday word, residues, and spurious kinds (name from the first run)
11946313	-	safflower-seed
12590715	-	palm-nut
07773572	-	copra
11793403	-	yautia
13165409	-	flower-bud
02390258	-	hinny
15095389	-	spermaceti
14903763	-	gutta-percha
12000851	-	guayule
14900695	-	chicle
14701143	-	lac
14896441	-	oleoresin
01984245	-	norway-lobster
01963317	-	ark-shell
15038789	-	oil-shale
09291513	-	granule
14674143	-	emery
03457451	-	greave
12634986	-	wild-crab
11878520	-	mustard-oil
07801508	-	oil-cake
15095496	-	vegetable-wax
07882886	-	premix
14795959	-	inulin
14834325	-	dextrin
07731122	-	coffee-substitute
07567390	-	concentrate
07902121	-	ethyl-alcohol
07922147	-	perry
03014119	-	cheroot
03107046	-	cordage
04496614	-	tulle
14976448	-	wadding
02838728	-	eyeshade
04295081	-	saddlery
03871724	-	packing-box
04064747	-	record-sleeve
15077752	-	transfer-paper
14620066	-	label.cpc
14812566	-	cigarette-paper
04399269	-	technical
06267564	-	daily
03234306	-	drawing.cpc
02961851	-	carbon-copy
03954199	-	architectural-plan
06519480	-	transfer
07928696	-	coke
14958405	-	naphtha
14967730	-	gas-oil
14851157	-	ethylene
14912092	-	butadiene
14665102	-	ozokerite
14911057	-	hydrocarbon
14739360	-	carboxylic-acid
14904359	-	halide
14980087	-	peroxide
14710805	-	acetal
14905911	-	hemiacetal
14850483	-	ester
14796969	-	carbon-dioxide
15108087	-	zinc-oxide
14616740	-	titanium-dioxide
15003329	-	red-lead
14982907	-	phosphoric-acid
14766532	-	nitric-acid
15014990	-	sodium-hydroxide
14971519	-	oxide
14824238	-	aluminium-hydroxide
14727670	-	organic-compound
14716550	-	amalgam
14798709	-	fulminate
15070098	-	thiocyanate
15040033	-	silicate
14783588	-	borate
14792550	-	carbide
14910748	-	hydride
14963317	-	nitride
14770248	-	azide
15040129	-	silicide
15067025	-	tannin
14968185	-	tall-oil
14894140	-	rosin
15104088	-	wood-tar
14911704	-	tar
15085472	-	urea
15014012	-	ammonium-nitrate
15011987	-	double-salt
14861042	-	potassium-chloride
14669413	-	carnallite
15065928	-	sylvite
14861355	-	potassium-nitrate
14744589	-	ammonium-chloride
14853947	-	excreta
14902500	-	alkyd
06363778	-	writing
14917080	-	drawing-ink
15010038	-	salicylic-acid
14944182	-	lysine
14606482	-	glutamic-acid
14680040	-	lecithin
15025397	-	heterocyclic-compound
15090379	-	provitamin
14887305	-	glycoside
14690447	-	peptone
03182140	-	detonating-fuse
15018688	-	staple-fiber
02828427	-	belting
15007534	-	hard-rubber
04447443	-	toilet-articles
04539794	-	voile
02997607	-	ceramic-ware
02734423	-	architectural-ornament
04497801	-	tuning-fork
03950647	-	pitch-pipe
06855817	-	revenue-stamp
06591442	-	compendium
05314919	-	eyelash
15000149	-	pyrophoric-alloy
02930492	-	by-product
14772317	-	bagasse
14583670	-	dross
14716042	-	alloy-steel
04189651	-	sheet-piling
14823944	-	alumina
14803578	-	steel-wool
03114839	-	cotter
03115014	-	cotter-pin
03274796	-	electrode
04057435	-	reaction-propulsion-engine
04375405	-	synchronous-converter
04540761	-	voltaic-cell
02957252	-	capstan
03450881	-	grab
02712643	-	angledozer
03936466	-	pile-driver
03153246	-	cutlas
03077958	-	communication-equipment
04383015	-	tachymeter
03553486	-	hydrometer
04029734	-	pyrometer
04017571	-	psychrometer
04396335	-	taximeter
04340521	-	stroboscope
03111899	-	corrective
03793186	-	mounting
03316873	-	factory-ship
03193260	-	diesel-electric-locomotive
02775039	-	baggage-car
02730568	-	fitting
04103364	-	rolling-stock
03492250	-	harbor
04065132	-	recreational-facility
04078574	-	reservoir.cpc
14842703	-	air.cpc
03746486	-	men's
11879722	-	colza
02887489	-	brace
03923379	-	phial
# --- second run
coke	14685768	the fuel
concentrates@130	-
cranks	03127024
detergents	03181899
geese	01855672
green	-
igniters	-
peroxide	-
peroxides	-
prepared liquids	-
rope	04108268
ropes	04108268
snow	11508382
soap	04253437
yeasts	15106271	the leavening agent (23996)
flakes	-	41511 iron flakes; WordNet's is the snowflake
fungicides	-	WordNet's is the antifungal drug
kernels	-	01491 palm kernels
ethyl alcohol	-	ethanol is chemistry's; core's everyday word is `alcohol`
stimulant	-	016 "stimulant crops": coffee, tea, cocoa — not the drug
14842378	-	compressed-air
03550533	-	hydantoin
14695953	-	resinoid
14989545	-	phenol
14914670	-	hydroxide
14982265	-	phosphate
14826767	-	cyanide
14781225	-	hydrogen-peroxide
14709102	-	ether
14998826	-	propylene
14787093	-	butylene
14688089	-	nuclear-fuel
14685475	-	coal-gas
14878650	-	water-gas
14862481	-	producer-gas
14685641	-	town-gas
14921777	-	invert-sugar
14867545	-	fish-meal
12178358	-	kenaf
12774496	-	balata
14896714	-	balsam
07731284	-	chicory-root
07806120	-	canary-seed
02933340	-	cabinet.cpc
02782093	-	balloon.cpc
14708720	-	alcohol.cpc
15010703	-	salt.cpc
14806598	-	chalk.cpc
03174605	-	demister
11450566	-	electrical-energy: core's electricity is the phenomenon; the product sense finds no placed parent (phenomenon is not in core)
