# sub	sup	accept|reject	note      — Peter's decisions; outrank every witness.
# ===== Peter, 2026-09-02 — decision 2 (roots) accepted as drafted in overrides.tsv; decision 3 rulings:
# vehicles, tools and instruments under device (Cyc + SUMO) — accepted
employment.act	occupation	reject	synonyms — neither direction; merge names (decision 6)	00584367	00582388
farewell	departure	reject	synonyms — neither direction; merge names (decision 6)	00053097	00042757
feature	cheek	reject	feature is too general a word for this	05601758	05602835
fiction	myth	reject	inverted	06367107	06372680
field	yard	reject	synonyms — neither direction; merge names (decision 6)	08569998	04610879
fight	war	reject	a fight is not a war	01170962	01236296
group	collection	reject	inverted	00031264	07951464
home	house	reject	synonyms — neither direction; merge names (decision 6)	03528100	03544360
house	home	reject	synonyms — neither direction; merge names (decision 6)	03544360	03528100
landscape	region.location	reject	synonyms — neither direction; merge names (decision 6)	08646902	08630985
landscape	site	reject	synonyms — neither direction; merge names (decision 6)	08646902	08651247
landscape	vicinity	reject	synonyms — neither direction; merge names (decision 6)	08646902	08641113
line.communication	text	accept	the source that reversed it had the direction inverted	07012534	06387980
meaning	sense.communication	reject	synonyms — neither direction; merge names (decision 6)	06601327	06602472
meeting.act	assembly	reject	synonyms — neither direction; merge names (decision 6)	01230965	01229938
mercantile-establishment	shop	reject	synonyms — neither direction; merge names (decision 6)	03748162	04202417
military-action	battle	reject	inverted	00952963	00953559
monetary-value	worth	reject	synonyms — neither direction; merge names (decision 6)	05145118	05138208
myth	fiction	accept	the source that reversed it had the direction inverted	06372680	06367107
natural-object	universe	reject	the universe is not an object	00019128	09466280
note	document	accept	the source that reversed it had the direction inverted	06504462	06470073
occupation	employment.act	reject	synonyms — neither direction; merge names (decision 6)	00582388	00584367
physical-object	universe	reject	the universe is not an object	00002684	09466280
platform	stage	reject	synonyms — neither direction; merge names (decision 6)	03961939	04296562
program.communication	software	accept	the source that reversed it had the direction inverted	06568978	06566077
property	cognition	reject	not related	05849040	00023271
region.location	landscape	reject	synonyms — neither direction; merge names (decision 6)	08630985	08646902
road	street	reject	inverted	04096066	04334599
sense.communication	meaning	reject	synonyms — neither direction; merge names (decision 6)	06602472	06601327
settlement	city	reject	inverted	08672562	08524735
shame	embarrassment	reject	synonyms — neither direction; merge names (decision 6)	07506569	07507098
shop	mercantile-establishment	reject	synonyms — neither direction; merge names (decision 6)	04202417	03748162
site	landscape	reject	synonyms — neither direction; merge names (decision 6)	08651247	08646902
software	program.communication	reject	inverted	06566077	06568978
soul	spirit	reject	synonyms — neither direction; merge names (decision 6)	10627082	14526182
spirit	soul	reject	synonyms — neither direction; merge names (decision 6)	14526182	10627082
stage	platform	reject	synonyms — neither direction; merge names (decision 6)	04296562	03961939
state	district	reject	a state is usually larger than a district	08654360	08552138
street	road	accept	the source that reversed it had the direction inverted	04334599	04096066
suite	apartment	reject	synonyms — neither direction; merge names (decision 6)	04351550	02726305
text	line.communication	reject	inverted	06387980	07012534
universe	natural-object	reject	the universe is not an object	09466280	00019128
universe	physical-object	reject	the universe is not an object	09466280	00002684
vicinity	landscape	reject	synonyms — neither direction; merge names (decision 6)	08641113	08646902
war	fight	reject	a fight is not a war	01236296	01170962
worth	monetary-value	reject	synonyms — neither direction; merge names (decision 6)	05138208	05145118
yard	field	reject	synonyms — neither direction; merge names (decision 6)	04610879	08569998
# ===== Peter, 2026-09-02 — decision 4: core v1's own claims kept (business ⊑ field-of-study becomes business-studies)
article	document	accept	core v1 claim, kept on review	06268096	06470073
bicycle	land-vehicle	accept	core v1 claim, kept on review	02834778	
body-of-water	natural-object	accept	core v1 claim, kept on review	09225146	00019128
book	document	accept	core v1 claim, kept on review	06410904	06470073
diagram	image	accept	core v1 claim, kept on review	03186399	03931044
drawing	image	accept	core v1 claim, kept on review	07003119	03931044
film	video	accept	core v1 claim, kept on review	06613686	04534127
fruit	food	accept	core v1 claim, kept on review	07705931	00021265
journey	activity	accept	core v1 claim, kept on review	00306426	00407535
landform	natural-object	accept	core v1 claim, kept on review		00019128
letter	message	accept	core v1 claim, kept on review	06624161	06253690
linguistics	humanities	accept	core v1 claim, kept on review	06172789	06153846
manual	document	accept	core v1 claim, kept on review	06421685	06470073
map	document	accept	core v1 claim, kept on review	03720163	06470073
map	image	accept	core v1 claim, kept on review	03720163	03931044
message	document	accept	core v1 claim, kept on review	06253690	06470073
music-recording	audio	accept	core v1 claim, kept on review		04262678
photograph	image	accept	core v1 claim, kept on review	03925226	03931044
podcast	audio	accept	core v1 claim, kept on review		04262678
presentation	document	accept	core v1 claim, kept on review	03210940	06470073
software-library	software	accept	core v1 claim, kept on review	07977592	06566077
spreadsheet	document	accept	core v1 claim, kept on review	06579952	06470073
town	settlement	accept	core v1 claim, kept on review	08665504	08672562
vegetable	food	accept	core v1 claim, kept on review	07707451	00021265
vehicle	machine	accept	core v1 claim, kept on review	04524313	03699975
village	settlement	accept	core v1 claim, kept on review	08226699	08672562
web-page	document	accept	core v1 claim, kept on review	06358900	06470073
