# offset	name	note — GENERATED by tools/align_gpt.py from the Google Product Taxonomy; do not edit (hand names go in names.tsv, sense picks in gpt-picks.tsv)
02869737	bongo	gpt: bongo — a small drum
02870880	bookcase	gpt: bookcase — a piece of furniture with shelves for storing books
02871005	bookend	gpt: bookend — a support placed at the end of a row of books to keep them upright (on a shelf or table)
02871147	bookmark	gpt: bookmark — a marker (a piece of paper or ribbon) placed between the pages of a book to mark the reade
02871963	boomerang	gpt: boomerang — a curved piece of wood
02877962	bottle-opener	gpt: bottle opener — an opener for removing caps or corks from bottles
02879087	corsage	gpt: corsage — an arrangement of flowers that is usually given as a present
02880940	bowl.gpt	gpt: bowl — a dish that is round and open at the top for serving foods
02882301	bowling-ball	gpt: bowling ball — a large ball with finger holes used in the sport of bowling
02882647	bowling-pin	gpt: bowling pin — a club-shaped wooden object used in bowling
02885462	boxing-glove	gpt: boxing glove — boxing equipment consisting of big and padded coverings for the fists of the fighters
02885663	prize-ring	gpt: boxing ring — a square ring where boxers fight
02887079	braces	gpt: braces — an appliance that corrects dental irregularities
02887970	bracelet	gpt: bracelet — jewelry worn around the wrist for decoration
02888569	wall-bracket	gpt: bracket — a support projecting from a wall (as to hold a shelf)
02891788	brass-instrument	gpt: brass instrument — a wind instrument that consists of a brass tube (usually of variable length) that is blown
02892767	bra	gpt: bra — an undergarment worn by women to support their breasts
02893800	breadboard	gpt: breadboard — a wooden or plastic board on which dough is kneaded or bread is sliced
02895438	breathalyzer	gpt: breathalyzer — a device that measures chemicals (especially the alcohol content) in a person's expired br
02898585	wedding-dress	gpt: wedding dress — a gown worn by the bride at a wedding
02900160	bridle	gpt: bridle — headgear for a horse
02900705	briefcase	gpt: briefcase — a case with a handle
02901114	briefs	gpt: briefs — short tight-fitting underpants (trade name Jockey shorts)
02906438	brooch	gpt: brooch — a decorative pin worn by women
02906734	broom	gpt: broom — a cleaning implement for sweeping
02911332	buffer	gpt: buffer; polisher — a power tool used to buff surfaces
02912065	sideboard	gpt: buffet; sideboard — a piece of furniture that stands at the side of a dining room
02916538	bulletin-board	gpt: bulletin board — a board that hangs on a wall
02917377	bullhorn	gpt: bullhorn — a portable loudspeaker with built-in microphone and amplifier
02917521	bullion	gpt: bullion — gold or silver in bars or ingots
02919890	bungee-cord	gpt: bungee cord — an elasticized rope
02925107	bushing	gpt: bushing — a cylindrical metal lining used to reduce friction
02927764	butter-dish	gpt: butter dish — a small dish (often with a cover) for holding butter at the table
02933462	locker	gpt: locker — a storage compartment for clothes and valuables
02934168	transmission-line	gpt: cable — a conductor for transmitting electrical or optical signals or electric power
02935387	caddy	gpt: caddy — a can for storing tea
02938886	calculator	gpt: calculator — a small machine that is used for mathematical calculations
02939866	caliper	gpt: caliper — an instrument for measuring the distance between two points (often used in the plural)
02940570	caller-id	gpt: caller id — a small display that will show you the telephone number of the party calling you
02943241	camera-lens	gpt: camera lens — a lens that focuses the image in a camera
02948557	candle-holder	gpt: candle holder — a holder with sockets for candles
02949542	cannister	gpt: tin — metal container for storing dry foods such as tea or flour
02951358	canoe	gpt: canoe — small and light boat
02951585	can-opener	gpt: can opener — a device for cutting cans open
02951843	canopy	gpt: canopy — a covering (usually of cloth) that serves as a roof to shelter an area from the weather
02952374	canteen	gpt: canteen — a flask for carrying water
02955247	capacitor	gpt: capacitor — an electrical device characterized by its capacity to store an electric charge
02960690	carabiner	gpt: carabiner — an oblong metal ring with a spring clip
02960903	carafe	gpt: carafe; decanter — a bottle with a stopper
02964389	cargo	gpt: cargo — goods carried by a large vehicle
02967626	rug-pad	gpt: rug pad — a pad placed under a carpet
02967782	carpet-sweeper	gpt: carpet sweeper — a cleaning implement with revolving brushes that pick up dirt as the implement is pushed o
02968074	carport	gpt: carport — garage for one or two cars consisting of a flat roof supported on poles
02969886	carrier	gpt: carrier — a rack attached to a vehicle
02970408	tote	gpt: tote — a capacious bag or basket
02970685	car-seat	gpt: car seat — a seat in a car
02973805	carving-fork	gpt: carving fork — a large fork used in carving cooked meat
02974697	case.gpt	gpt: case — a portable container for carrying several objects
02975412	pillowcase	gpt: pillowcase — bed linen consisting of a cover for a pillow
02979186	cassette-player	gpt: cassette player — electronic equipment for playing cassettes
02980036	caster	gpt: caster — a pivoting roller attached to the bottom of furniture or trucks or portable machines to ma
02988304	cd-player	gpt: cd player — a stand-alone piece of electronic equipment that either has its own display or attaches to
02992211	cello	gpt: cello — a large stringed instrument
02995998	centrifuge	gpt: centrifuge — an apparatus that uses centrifugal force to separate particles from a suspension
02997391	ceramic	gpt: ceramic — an artifact made of hard brittle material produced from nonmetallic minerals by firing at 
02999138	chafing-dish	gpt: chafing dish — a metal pan over a heater
03000684	chainsaw	gpt: chainsaw — portable power saw
03002711	chaise	gpt: chaise — a long chair
03005285	chandelier	gpt: chandelier — branched lighting fixture
03006903	chap	gpt: chap — (usually in the plural) leather leggings without a seat
03008976	charger	gpt: charger — a device for charging or recharging batteries
03017168	chime	gpt: chime — a percussion instrument consisting of a set of tuned bells that are struck with a hammer
03018349	china-cabinet	gpt: china cabinet — a cabinet (usually with glass doors) for storing and displaying china
03020416	poker-chip	gpt: poker chip — a small disk-shaped counter used to represent money when gambling
03025513	cutting-board	gpt: cutting board — a wooden board where meats or vegetables can be cut
03030035	cigar	gpt: cigar — a roll of tobacco for smoking
03030557	cigar-cutter	gpt: cigar cutter — an implement for cutting the tip off of a cigar
03031012	cigarette-case	gpt: cigarette case — a small flat case for holding cigarettes
03031152	cigarette-holder	gpt: cigarette holder — a tube that holds a cigarette while it is being smoked
03031756	cinch	gpt: cinch — stable gear consisting of a band around a horse's belly that holds the saddle in place
03033986	circuit-card	gpt: card; circuit board — a printed circuit that can be inserted into expansion slots in a computer to increase the 
03036866	clamp	gpt: clamp — a device (generally used by carpenters) that holds things firmly together
03037709	clarinet	gpt: clarinet — a single-reed instrument with a straight tube
03038281	clasp	gpt: clasp — a fastener (as a buckle or hook) that is used to hold two things together
03039259	clay-pigeon	gpt: clay pigeon — target used in skeet or trapshooting
03043958	clip	gpt: clip — any of various small fasteners used to hold loose articles together
03044418	clipboard	gpt: clipboard — a small writing board with a clip at the top for holding papers
03050864	laundry-basket	gpt: laundry basket — a hamper that holds dirty clothes to be washed or wet clothes to be dried
03051249	clothespin	gpt: clothespin — wood or plastic fastener
03056701	coaster	gpt: coaster — a covering (plate or mat) that protects the surface of a table (i.e., from the condensatio
03062245	cocktail-shaker	gpt: cocktail shaker — a shaker for mixing cocktails
03063199	coffee-filter	gpt: coffee filter — filter (usually of paper) that passes the coffee and retains the coffee grounds
03063338	coffee-maker	gpt: coffee maker — a kitchen appliance for brewing coffee automatically
03063485	coffee-grinder	gpt: coffee grinder — a mill that grinds roasted coffee beans
03063968	coffee-table	gpt: coffee table — low table where magazines can be placed and coffee or cocktails are served
03065424	coil	gpt: coil — a structure consisting of something wound in a continuous series of loops
03066849	colander	gpt: colander — bowl-shaped strainer
03071021	cologne	gpt: cologne — a perfumed liquid made of essential oils and alcohol
03074855	comb	gpt: comb — a flat device with narrow pointed teeth on one edge
03075768	pacifier	gpt: pacifier — device used for an infant to suck or bite on
03082807	compressor	gpt: compressor — a mechanical device that compresses gasses
03085219	computer-monitor	gpt: computer monitor — a device that displays signals on a computer screen
03086670	concertina	gpt: concertina — free-reed instrument played like an accordion by pushing its ends together to force air th
03087069	cement-mixer	gpt: cement mixer — a machine with a large revolving drum in which cement is mixed with other materials to mak
03088020	conditioner	gpt: conditioner — a substance used in washing (clothing or hair) to make things softer
03088164	condom	gpt: condom — contraceptive device consisting of a sheath of thin rubber or latex that is worn over the 
03089014	conduit	gpt: conduit — a passage (a pipe or tunnel) through which water or electric wires can pass
03091374	connector	gpt: connector — an instrumentality that connects
03094159	contact-lens	gpt: contact lens — a thin curved glass or plastic lens designed to fit over the cornea in order to correct vi
03096960	control	gpt: control; controller — a mechanism that controls the operation of a machine
03098140	control-panel	gpt: control panel — electrical device consisting of a flat insulated surface that contains switches and dials 
03099945	converter	gpt: converter — a device for changing one substance or form or state into another
03101517	cookie-cutter	gpt: cookie cutter — a kitchen utensil used to cut a sheet of cookie dough into desired shapes before baking
03101664	cookie-jar	gpt: cookie jar — a jar in which cookies are kept (and sometimes money is hidden)
03101986	cookware	gpt: cookware — a kitchen utensil made of material that does not melt easily
03102654	cooler	gpt: cooler — a refrigerator for cooling liquids
03108759	corer	gpt: corer — a device for removing the core from apples
03109150	corkscrew	gpt: corkscrew — a bottle opener that pulls corks
03110669	cornet	gpt: cornet; trumpet — a brass musical instrument with a brilliant tone
03111177	cornice	gpt: cornice — a molding at the corner between the ceiling and the top of a wall
03113152	cosmetic	gpt: cosmetic — a toiletry designed to beautify the body
03114504	cot	gpt: cot — a small bed that folds up for storage or transport
03118245	countertop	gpt: countertop — the top side of a counter
03125729	cradle	gpt: cradle — a baby bed with sides and rockers
03126385	crampon	gpt: crampon — an iron spike attached to the shoe to prevent slipping on ice when walking or climbing
03127925	crate	gpt: crate — a rugged box (usually made of wood)
03128248	crayon	gpt: crayon — writing implement consisting of a colored stick of composition wax used for writing and dr
03129001	creamer	gpt: creamer — a small pitcher for serving cream
03131574	crib	gpt: crib — baby bed with high sides made of slats
03131967	cricket-ball	gpt: cricket ball — the ball used in playing cricket
03132076	cricket-bat	gpt: cricket bat — the club used in playing cricket
03132438	grommet	gpt: grommet — fastener consisting of a metal ring for lining a small hole to permit the attachment of co
03133050	crochet-hook	gpt: crochet hook — a needle with a hook on the end
03136369	crossbow	gpt: crossbow — a bow fixed transversely on a wooden stock grooved to direct the arrow (quarrel)
03138344	pry-bar	gpt: pry bar — a heavy iron lever with one end forged into a wedge
03145843	cuff	gpt: cuff — the lap consisting of a turned-back hem encircling the end of the sleeve or leg
03146075	cufflink	gpt: cufflink — jewelry consisting of one of a pair of linked buttons used to fasten the cuffs of a shirt
03146846	cultivator	gpt: cultivator; tiller — a farm implement used to break up the surface of the soil (for aeration and weed control a
03150232	hair-curler	gpt: hair curler; roller — a mechanical device consisting of a cylindrical tube around which the hair is wound to cur
03150511	curling-iron	gpt: curling iron — a cylindrical metal home appliance that heats a lock of hair that has been curled around i
03154073	cutter	gpt: cutter — a cutting implement
03157348	cymbal	gpt: cymbal — a percussion instrument consisting of a concave brass disk
03162460	darkroom	gpt: darkroom — a room in which photographs are developed
03162940	dartboard	gpt: dartboard — a circular board of wood or cork used as the target in the game of darts
03163973	input-device	gpt: input device — a device that can be used to insert data into a computer or other computational device
03167464	decal	gpt: decal — either a design that is fixed to some surface or a paper bearing the design which is to be
03168107	deck.gpt	gpt: deck — a porch that resembles the deck on a ship
03170635	freezer	gpt: freezer — electric refrigerator (trade name Deepfreeze) in which food is frozen and stored for long 
03175843	dental-floss	gpt: dental floss; floss — a soft thread for cleaning the spaces between the teeth
03176386	denture	gpt: denture — a dental appliance that artificially replaces missing teeth
03176594	deodorant	gpt: deodorant — a toiletry applied to the skin in order to mask unpleasant odors
03177165	depilatory	gpt: depilatory; epilator — a cosmetic for temporary removal of undesired hair
03180011	desktop-computer	gpt: desktop computer — a personal computer small enough to fit conveniently in an individual workspace
03188531	diaper	gpt: diaper — garment consisting of a folded cloth drawn up between the legs and fastened at the waist
03192790	die	gpt: die — a device used for shaping metal
03196062	digital-camera	gpt: digital camera — a camera that encodes an image digitally and store it for later reproduction
03201776	tuxedo	gpt: tuxedo — semiformal evening dress for men
03202622	dinnerware	gpt: dinnerware — the tableware (plates and platters and serving bowls etc.) used in serving a meal
03202760	diode	gpt: diode — a semiconductor that consists of a p-n junction
03205574	dirndl	gpt: dirndl — a dress with a tight bodice and full skirt
03206602	discus	gpt: discus — a disk used in throwing competitions
03207630	dish-rack	gpt: dish rack — a rack for holding dishes as dishwater drains off of them
03207941	dishwasher	gpt: dishwasher — a machine for washing dishes
03209666	hard-drive	gpt: hard drive — computer hardware that holds and spins a magnetic or optical disk and reads and writes inf
03210683	dispenser	gpt: dispenser — a container so designed that the contents can be used in prescribed amounts
03211117	video-display	gpt: display — an electronic device that represents information in visual form
03211616	display-board	gpt: display board — a vertical surface on which information can be displayed to public view
03212114	garbage-disposal	gpt: garbage disposal — a kitchen appliance for disposing of garbage
03216080	diving-board	gpt: diving board — a springboard from which swimmers can dive
03219010	doily	gpt: doily — a small round piece of linen placed under a dish or bowl
03219362	dollhouse	gpt: dollhouse — a small model of a house used as a toy by children
03219612	dolly	gpt: dolly — conveyance consisting of a wheeled platform for moving heavy objects
03221059	eye-mask	gpt: eye mask — a mask covering the upper part of the face but with holes for the eyes
03226254	double-boiler	gpt: double boiler — two saucepans, one fitting inside the other
03229244	dowel-pin	gpt: dowel pin — a fastener that is inserted into holes in two adjacent pieces and holds them together
03231368	drafting-table	gpt: drafting table — a worktable with adjustable top
03234795	loss-leader	gpt: leader — a featured article of merchandise sold at a loss in order to draw customers
03236735	dress	gpt: dress — a one-piece garment for a woman
03238586	vanity	gpt: vanity — low table with mirror or mirrors where one sits while dressing or applying makeup
03240892	drill-press	gpt: drill press — a machine tool with a separate, upright stand
03241335	drinking-fountain	gpt: drinking fountain — a public fountain to provide a jet of drinking water
03244047	number-one-wood	gpt: driver — a golf club (a wood) with a near vertical face that is used for hitting long shots from th
03246312	drop-cloth	gpt: drop cloth — a large piece of cloth laid over the floor or furniture while a room is being painted
03250588	sander	gpt: sander — a power tool used for sanding wood
03251766	dryer	gpt: dryer — an appliance that removes moisture
03253886	duffel-bag	gpt: duffel bag — a large cylindrical bag of heavy cloth
03256032	dumpster	gpt: dumpster — a container designed to receive and transport and dump waste
03256788	dune-buggy	gpt: dune buggy — a recreational vehicle with large tires used on beaches or sand dunes
03258330	duster	gpt: duster — a piece of cloth used for dusting
03259009	dustpan	gpt: dustpan — a short-handled receptacle into which dust can be swept
03259401	dutch-oven	gpt: dutch oven — iron or earthenware cooking pot
03261776	headphone	gpt: headphone — electro-acoustic transducer for converting electric signals into sounds
03262072	earplug	gpt: earplug — a plug of cotton, wax, or rubber that is fitted into the ear canal for protection against 
03262349	earring	gpt: earring — jewelry to ornament the ear
03262809	easel	gpt: easel — an upright tripod for displaying something (usually an artist's canvas)
03266498	egg-cup	gpt: egg cup — dishware consisting of a small cup for serving a boiled egg
03279153	electronic-musical-instrument	gpt: electronic musical instrument — a musical instrument that generates sounds electronically
03282401	embellishment	gpt: embellishment — a superfluous ornament
03285912	enclosure	gpt: enclosure — a structure consisting of an area that has been enclosed for some purpose
03288742	english-horn	gpt: english horn — a double-reed woodwind instrument similar to an oboe but lower in pitch
03290653	entertainment-center	gpt: entertainment center — a wall unit containing sound and television systems
03293741	equalizer	gpt: equalizer — electronic equipment that reduces frequency distortion
03294833	eraser	gpt: eraser — an implement used to erase something
03301568	euphonium	gpt: euphonium — a bass horn (brass wind instrument) that is the tenor of the tuba family
03301833	evaporative-cooler	gpt: evaporative cooler — a cooling system that cools by evaporation
03302671	exercise-bike	gpt: exercise bike — an exercise device resembling a stationary bike
03307037	extension-cord	gpt: extension cord — an electric cord used to extend the length of a power cord
03308853	eyelet	gpt: eyelet — a small hole (usually round and finished around the edges) in cloth or leather for the pas
03309110	eyeliner	gpt: eyeliner — makeup applied to emphasize the shape of the eyes
03314780	face-powder	gpt: face powder — cosmetic powder for the face
03321563	fanny-pack	gpt: fanny pack — a waist pack worn with the pouch in back
03323703	fastener	gpt: fastener — restraint that attaches to something or holds something in place
03325088	faucet	gpt: faucet — a regulator for controlling the flow of a liquid from a reservoir
03327553	fencing-mask	gpt: fencing mask — a face mask made of fine mesh that is worn over a fencer's face
03333252	field-hockey-ball	gpt: field hockey ball — ball used in playing field hockey
03336459	figurine	gpt: figurine — a small carved or molded figure
03337383	file-folder	gpt: file folder — folder that holds papers together in a filing cabinet
03340723	finder	gpt: finder — optical device that helps a user to find the target of interest
03341297	fingerboard	gpt: fingerboard — a narrow strip of wood on the neck of some stringed instruments (violin or cello or guitar
03342529	finial	gpt: finial — an ornament at the top of a spire or gable
03343354	recorder	gpt: recorder — a tubular wind instrument with 8 finger holes and a fipple mouthpiece
03343737	fire-alarm	gpt: fire alarm — an alarm that is tripped off by fire or smoke
03345837	fire-extinguisher	gpt: fire extinguisher — a manually operated device for extinguishing small fires
03346455	fireplace	gpt: fireplace — an open recess in a wall at the base of a chimney where a fire can be built
03351434	fishing-tackle	gpt: fishing tackle — gear used in fishing
03351768	fishing-line	gpt: fishing line — a length of cord to which the leader and float and sinker and hook are attached
03351979	fishing-rod	gpt: fishing rod — a rod of wood or steel or fiberglass that is used in fishing to extend the fishing line
03352628	fishing-net	gpt: fishing net — a net that will enclose fish when it is pulled in
03359436	flash-memory	gpt: flash memory — nonvolatile storage that can be electrically erased and programmed anew
03359566	flask	gpt: flask — bottle that has a narrow neck
03360845	primer	gpt: primer — the first or preliminary coat of paint or size applied to a surface
03364599	float	gpt: float — a hand tool with a flat face used for smoothing and finishing the surface of plaster or ce
03365374	floodlight	gpt: flood — light that is a source of artificial illumination having a broad beam
03368878	flue	gpt: flue — a conduit to carry off smoke
03372029	flute	gpt: flute — a high-pitched woodwind instrument
03375694	foil	gpt: foil — a piece of thin and flexible sheet metal
03375956	transparency	gpt: transparency — picture consisting of a positive photograph or drawing on a transparent base
03376279	folder	gpt: folder — covering that is folded over to protect the contents
03376595	folding-chair	gpt: folding chair — a chair that can be folded flat for storage
03379461	footboard	gpt: footboard — a vertical board or panel forming the foot of a bedstead
03388043	fountain.gpt	gpt: fountain — a structure from which an artificially produced jet of water arises
03393761	freewheel	gpt: freewheel — a clutch (as on the rear wheel of a bicycle) that allows wheels to turn freely (as in coas
03394916	french-horn	gpt: french horn — a brass musical instrument consisting of a conical tube that is coiled into a spiral and p
03400231	frying-pan	gpt: frying pan; skillet — a pan used for frying foods
03400798	fuel-cell	gpt: fuel cell — cell that produces electricity by oxidation of fuel (hydrogen and oxygen or zinc and air)
03403643	funnel	gpt: funnel — a conically shaped utensil having a narrow tube at the small end
03404449	furnace	gpt: furnace — an enclosed chamber in which heat is produced to heat buildings, destroy refuse, smelt or 
03408444	futon	gpt: futon — mattress consisting of a pad of cotton batting that is used for sleeping on the floor or o
03417871	garden-hose	gpt: garden hose — a hose used for watering a lawn or garden
03418915	garlic-press	gpt: garlic press — a press for extracting juice from garlic
03420345	garment-bag	gpt: garment bag — a suitcase that unfolds to be hung up
03421117	garter	gpt: garter — a band (usually elastic) worn around the leg to hold up a stocking (or around the arm to h
03421324	garter-belt	gpt: garter belt — a wide belt of elastic with straps hanging from it
03423719	gasket	gpt: gasket — seal consisting of a ring for packing pistons or sealing a pipe joint
03424325	respirator	gpt: respirator — a protective mask with a filter
03429288	gauge	gpt: gauge — a measuring instrument for measuring and indicating a quantity such as the thickness of wi
03430418	gazebo	gpt: gazebo — a small roofed building affording shade and rest
03432360	geiger-counter	gpt: geiger counter — counter tube that detects ionizing radiations
03433877	generator	gpt: generator — engine that converts mechanical energy into electrical energy by electromagnetic induction
03436549	gift-wrapping	gpt: gift wrapping — ornamental wrapping for gifts
03438780	glass-cutter	gpt: glass cutter — a tool for cutting glass
03440682	glockenspiel	gpt: glockenspiel — a percussion instrument consisting of a set of graduated metal bars mounted on a frame and
03445617	golf-bag	gpt: golf bag — golf equipment consisting of a bag for carrying golf clubs and balls
03445777	golf-ball	gpt: golf ball — a small hard ball used in playing golf
03445924	golf-cart	gpt: golf cart — a small motor vehicle in which golfers can ride between shots
03446070	golf-club	gpt: club; golf club — golf equipment used by a golfer to hit a golf ball
03447075	golf-glove	gpt: golf glove — a glove worn by golfers to give a firm grip on the handle of the golf club
03447721	gong	gpt: gong — a percussion instrument consisting of a metal plate that is struck with a softheaded drums
03449309	gouge	gpt: gouge — and edge tool with a blade like a trough for cutting channels or grooves
03449451	gourd	gpt: gourd — bottle made from the dried shell of a bottle gourd
03450734	surgical-gown	gpt: surgical gown — protective garment worn by surgeons during operations
03451711	graduated-cylinder	gpt: graduated cylinder — a cylindrical graduate
03452594	grandfather-clock	gpt: grandfather clock — a pendulum clock enclosed in a tall narrow case
03456024	gravy-boat	gpt: gravy boat — a dish (often boat-shaped) for serving gravy or sauce
03459328	griddle	gpt: griddle — cooking utensil consisting of a flat heated surface (as on top of a stove) on which food i
03460040	grinder.gpt	gpt: grinder — a machine tool that polishes metal
03460147	grinding-wheel	gpt: grinding wheel — a wheel composed of abrasive material
03461119	grocery	gpt: grocery — (usually plural) consumer goods sold by a grocer
03461988	groover	gpt: groover — a device that makes grooves by cutting or punching
03463666	ground-cloth	gpt: ground cloth — a waterproofed piece of cloth spread on the ground (as under a tent) to protect from moist
03467796	guitar-pick	gpt: guitar pick — a plectrum used to pluck a guitar
03468821	gun-case	gpt: gun case — a case for storing a gun
03470948	gurney	gpt: gurney — a metal stretcher with wheels
03472112	gym	gpt: gym — athletic facility equipped for sports or physical training
03482252	hammock	gpt: hammock — a hanging bed of canvas or rope netting (usually suspended between two trees)
03482877	handball	gpt: handball — a small rubber ball used in playing the game of handball
03483316	hair-dryer	gpt: hair dryer — a hand-held electric blower that can blow warm air onto the hair
03483637	emergency-brake	gpt: emergency — a brake operated by hand
03485794	handkerchief	gpt: handkerchief — a square piece of cloth used for wiping the eyes or nose or as a costume accessory
03488188	hand-saw	gpt: hand saw — a saw used with one hand for cutting wood
03490119	hand-truck	gpt: hand truck — a handcart that has a frame with two low wheels and a ledge at the bottom and handles at t
03490884	hanger	gpt: hanger — anything from which something can be hung
03491032	hang-glider	gpt: hang glider — a glider resembling a large kite
03493792	ironware	gpt: hardware — instrumentalities (tools or implements) made of metal
03494278	harmonica	gpt: harmonica — a small rectangular free-reed instrument having a row of free reeds set back in air holes 
03495039	harness	gpt: harness — a support consisting of an arrangement of straps for holding something to the body (especi
03495258	harp	gpt: harp — a chordophone that has a triangular frame consisting of a sounding board and a pillar and 
